nitrogen,pm25
13.7,8.8
9.1,6
17.8,11.5
30,13.9
34.8,15.4
4.6,6.5
12.6,8.3
17.5,8.7
5.1,8.7
2.9,4.9
3.8,3.3
7.2,3.3
8,6.1
7,5.1
6.2,4.9
7.9,4.8
5.6,6.7
10.6,5.8
12.4,6.9
15.8,7.7
12.9,6.4
4.6,6.1
0.9,3.4
0.2,2.9
2,3.4
3.3,3.3
2.6,4.4
6.1,3.8
4.2,4.3
6.4,4.5
15.5,5.8
20.8,7.6
7.5,5.4
0.6,5.8
13.1,6.9
22.2,9.7
10.1,6.8
8.1,5.2
5.9,6.8
5,6.4
6.4,7.3
7.2,5.3
6.4,4.6
3.3,4.7
1.7,4.9
9.4,4.5
6.9,3.6
18.7,9.3
18.7,8.8
7,4.2
5.5,3.9
7.5,5.6
1.8,3.4
2.6,3.8
3.5,3.9
4.7,3.2
3.2,3.9
3.6,4.4
3.2,4.6
9.2,5.1
8.7,4.4
10.4,5.8
14.8,6.6
20.3,8.6
18.3,8.4
17.4,10.7
16.9,9
7.7,5.6
7.9,6.1
11.1,4.7
15.5,5.9
8.9,4.3
10.9,4.9
11.7,5.3
12.3,5.5
16.1,5.2
12.4,4.7
4.2,6
11.4,7.3
8.7,7.2
2.7,4.7
16.2,7.2
34.4,16.7
30.4,13.1
29.8,11.3
19.4,9.3
23.5,13
24.1,11.7
12.9,7.7
27.5,16
22.7,11.7
8.4,4.6
10,5
7.4,5.3
13.5,8.5
23.3,8.6
23.7,7.4
19.4,8.3
10.6,9.6
1,8
2.4,6.5
7.1,7.5
3.5,8
6.6,7.9
4.2,6
4.2,6
1.7,5.8
6.1,5.5
5.3,5.2
4.3,5
5,5.2
4,5.5
2.7,5.9
0,5.7
6.2,6
4.7,4.1
4.6,4.2
5.1,4.3
5.4,4.9
5,5.8
6.2,5.6
6,3.9
4.2,3.9
6,4.5
4.9,4.9
6.2,5.8
10.4,5.7
4.3,6
5.2,7.7
5.4,4.3
7.8,5.8
5.4,6
3.2,8
6.4,7.9
3.7,7.4
6.7,8.1
7.1,7
6.5,7.1
3.3,6.8
10.4,9.6
10.5,12.2
5.9,6.6
6.2,5.7
8.6,7.3
16.4,10.9
5.4,6.5
10.9,8.1
4.7,7.7
15.9,8.7
19.3,8.8
19.2,8.6
8,9
16,10.3
15.5,9.3
7.7,8.2
8.5,10.4
9.1,10
6.4,14.1
16.2,8.6
20.6,15.1
2.8,12.1
18.1,10.4
18.5,10.1
8.4,9.3
5.3,6.3
12.2,9.5
16.4,9.7
13.5,5.5
12.2,7
12.6,8.4
23.3,8.7
22.8,11.4
21.4,15.2
28.5,13.7
35.2,9.8
18.1,6.5
19.7,6.9
13.9,6.3
19.9,11.4
10.1,5.9
7.1,4.6
5.3,9.3
7.8,6
7.8,6.7
6,5.9
5.9,7.9
5.7,5
12.4,7.2
21.8,10.9
5.6,6.1
3.9,5.7
11,6.5
18.4,10.3
4.2,11
4.4,3.1
4.1,2.6
8.2,4.4
9.8,6.4
6.7,8
7.8,8.3
16.7,8.3
16.5,7.4
8.1,7.8
11.8,9.1
9.8,12.5
8.3,11.3
18.8,18.4
17.3,16.6
17.4,9.8
20.1,8.3
24,10
14.2,7.4
4.8,12.2
17.2,8.5
28.6,12.4
19.4,9.6
18.9,8.1
9.9,7.2
14.8,11.4
22.3,13.1
27.5,13.5
28.3,14.2
30.7,15.8
21.8,10.8
12.1,7.9
9.3,7.3
18.5,14.1
30.8,17.4
21,11.2
10.8,7.9
10.5,8.6
16.2,8.8
12.6,8.4
15.2,9.8
19.5,10.1
22.4,11.3
13.7,8.7
9.3,7.2
13.9,8.3
3.6,6.7
4.6,8.4
5.8,6.9
13,7.5
21.2,6.4
22.8,11
26.2,10.6
7.3,6.3
16.7,6.5
29,8.9
37.2,10.7
16.8,4.9
21.4,7.4
9.4,8.4
4.8,10.1
6.8,8.1
12.6,7.3
23.6,12.3
22.8,10
10.5,8.9
19.6,9.8
26.3,10.3
23.5,8.9
18.9,11.9
24.5,15.5
29.9,18.1
8.3,12.6
7.1,4.4
9.3,5
12.5,6.8
7.4,5.4
7.2,5.6
11.6,10.6
17.7,29.4
15.4,20.3
18.4,16.5
24.4,21.9
19.7,17.5
12.2,11.4
21.9,14.3
22.3,14.8
9.3,19.3
14.5,9.9
16.4,10.2
15.2,10
7.6,7.8
5.9,5
6.4,8.7
11.6,7.4
13.4,8.2
13,6.6
11.6,4.5
8.4,4.9
9.4,4.1
6.4,4.2
8.9,6.5
6.6,5.1
13.6,7.2
12.5,6.5
8.6,7.1
15.5,6.8
12.6,7.7
18.3,9.2
16.1,6.8
17,9.5
8.1,5.9
7.2,7.9
15.2,8.7
4.7,12.6
15.7,12.4
13.8,9.2
12.3,7.4
5.6,5.9
11,7
12,8.6
14.5,8.5
19.9,10.8
22.1,10.7
22.9,11.3
10.7,6.6
13.8,8.5
23.7,11.3
4.6,11.5
8.4,4.7
21.7,9.3
25.7,10.9
22.1,11
16.7,9.3
26.1,11.2
19.8,5.8
15.9,6
19.5,7.7
26.1,10.5
27.5,14.6
24.1,13.6
26,11.5
23.2,6.1
16.6,5.5
24.3,7.4
21.6,6
27.1,11.2
19,9
13.5,3.8
6.9,3.6
