pm10,humidity
26.6,35.3
26.5,29.5
24.5,29.5
28.7,33
17.6,63.9
17.7,48.4
40.9,37.3
38.3,34
16.6,76.7
14.6,72.8
20.4,53.2
18.3,53.2
18.1,49.4
18.2,62.1
14.8,76
16.7,66.2
17.7,49.8
16.2,53.6
21.2,62.7
17.2,76.2
19,67.6
22.3,54.3
30,48.9
26.6,46.2
35.5,46.5
37.1,41.7
22.2,42.3
19.8,58.6
18.8,47.8
25.3,35.8
18.1,28.7
24.9,35.8
27.9,28
25.1,29.8
28,30.4
24,28.3
24.4,54.9
31.7,46.4
29.3,43.8
22.3,33.8
27.7,35.7
56.5,31.2
50,30.2
43.5,26.7
34.4,21.4
44.6,36.5
37.5,34.4
25.9,35.2
49.9,44.9
41.5,48.4
19.3,36
20.3,29.9
23.8,26.3
39.5,23.1
38.9,31.8
34.5,29.2
33.9,25.1
59,43.7
22.8,26.7
20.3,26.8
25.6,24
25,23.2
26.8,28.6
25.5,28.7
28,34.9
34.4,36.8
22.9,46.2
21.5,45.4
19.6,38.7
20.8,37
26.3,43.4
18,46.9
13.2,66.4
19,54.8
15.4,43
16.8,31
20.2,32.5
22.8,28.4
18.7,57.7
20,57.2
16.4,44.1
18,44
16.7,40.9
17.3,36.7
19.9,37.9
20.7,35.9
19.7,32.7
29,62.7
9.3,57.3
21,54.5
20.8,57.3
20,64.5
18.1,49.9
15.9,32.6
24.4,40.7
25.8,50.7
21.1,43
20.6,26.2
24.8,28.3
37.2,27.5
40.8,37.5
20.8,60
13.9,48.5
27,26.1
42,35.1
27.9,38.6
23.5,25.8
31.2,24.4
29.1,16
31.9,16
27.7,18.1
39.5,30.5
29.3,36.8
22.9,22.4
26.4,18.1
42.8,24.3
30.4,20.8
59.7,15.4
23.5,15.3
33,15.2
29,24.5
30,25.7
32,26
41.1,29.6
22.6,48.6
16.4,60.7
29.2,65.7
31.5,54.2
25.2,43.5
37,50.4
18.7,37.2
19.1,42.3
27.2,42.4
29,36.4
32.4,36.1
37.9,37
37.5,29.5
31,41.1
16.2,62.2
18.8,66.4
13.8,62.6
27.1,51.8
12,51.9
15.2,50
31.9,37.5
14.8,52.7
11.9,84.7
20.4,66.8
13.4,51.3
23.5,38.2
24.6,27.4
40.5,15.9
27.2,19.2
21.1,29.2
26,31.5
39.7,20
43.3,43.9
16.6,55.2
12.4,60.1
19.8,52.5
18.5,47.6
19.1,29.5
19.7,53.1
29.9,46.1
28.3,35.2
22.7,29.2
26.3,35.7
27.2,30.5
23.5,32.1
38.3,22.7
36.6,15.9
31.1,17.3
32.1,19.6
37.1,17.4
26.6,14.3
25.6,13
97.4,23.7
38.9,17.7
50.4,18.4
41.4,14.4
35.1,16
30.8,15.3
42.8,24.5
46.5,19.5
47.7,13.4
49.6,11.9
50.9,13
38.3,11.4
33.1,11.3
31.2,14
73.4,13.5
71.1,14.5
48.2,12.9
47.6,15.5
51.7,24.4
38,20.4
28.2,11.5
28.6,10.2
33.5,10.5
38.5,13.3
33.7,15.9
36.3,26.5
39,30.7
38.7,19.8
68.5,42.9
14,73.7
12.8,59.2
18.1,46.7
35.3,37.1
30,37.5
13.9,26.1
17.8,29.5
32.5,32.5
42.4,31.2
22.4,23.7
30.1,16.4
33.2,21
50.4,36.3
33.1,33.8
18.1,35.5
28.1,34.6
35.2,27.2
31.8,24
34.1,27.3
27.6,16.4
31.8,17.3
33.8,15.2
41.8,22.4
47.8,27.3
52.9,26.1
32.3,28.6
35.4,43.2
39.8,44.6
34.8,19.8
23.3,20.4
32.8,19.8
34.4,25.1
16.8,47.5
20.5,32.3
29.4,30.4
13.5,69.1
17.1,48.2
29,40.9
18,42.2
17.1,49.2
27.2,41.4
98.2,33
66,31.2
85.2,28.7
85.4,23.3
38.7,19.9
27.7,17.5
52.4,18.4
48.2,18.3
88.8,24.1
35.8,26.1
28.7,20.3
32.9,19.9
26.7,23.7
23.4,25.7
36.3,24.5
32,25.8
32.7,31.9
22.2,46.7
17,43.9
15.9,54.5
12.9,42.6
16.4,40.2
19.9,40.8
13.4,56.9
16.1,54.2
13.8,39.7
14.7,31.1
20.7,32.8
20.5,24.8
27.2,25.1
20.4,25.2
30.2,24.9
22.6,20.4
32.4,21.9
32.3,22.9
62.4,23.1
43.7,27.6
29.4,22.6
22.6,17.5
19.9,20.5
21.6,22.9
27.3,26.5
24.6,33.7
28.1,28.8
32.6,25.2
35,32
23.1,20.4
25.9,24.1
34.6,25.2
67,24
15,20.9
28.2,20.9
37.9,20.6
32.9,21.2
27.1,21
40,26.6
20.4,21.8
25.1,35.7
30.4,47.9
36.8,33.8
46.8,26.7
44.7,23.8
39.9,23.5
24.5,21.9
24,19.8
29.8,23.9
27.6,22.8
44.4,23.9
33.1,22.6
19.5,18.4
23.3,13.8
